0,1,2
59.9337876451161,20.089673484627436,43.85383978557798
36.536242763313695,10.013725808702535,14.012499636814027
62.397849089528705,33.046646517805584,40.22307708265709
56.14309346282334,20.03165047814007,29.425605367857465
49.535953291182075,25.04273430303422,34.19605726252653
58.01624983720954,20.050679666462223,28.541945111365223
42.52490287244763,10.003226884831324,14.374932501401618
37.631633076220595,10.006248731808565,12.41678814219291
39.216296571525106,24.98166168067607,26.71339342842623
49.17784835326939,7.533669174384401,20.078330875500534
38.86896982827136,4.303368868743368,16.341221749969684
65.05764680827144,20.030827900906385,34.16778665337901
57.5310364743925,20.041852474202912,28.029946870423284
58.10492676080563,20.03681531361151,38.20147203005818
65.30518362087584,10.247227013534568,26.832528838757266
26.222444931133964,10.03250124722895,12.462669338076937
33.720201034949525,15.032148605007135,16.99967422445421
50.75244294588349,29.97520159668218,31.95554750242742
60.28188369510853,29.980124697803753,38.591590057995454
38.15924936563817,15.171842287338341,17.094407285239775
40.99480574055395,14.734593295576337,16.89510127002861
47.006823708160894,15.090381192864504,31.33369047584318
50.91084556900311,19.953321786639503,34.75978099772679
48.83234338760286,12.430311138423175,30.502756026174424
48.52712623950797,12.570438807408184,18.496526757596897
47.8795427987665,25.016286120458386,26.820933422248697
56.11697146601823,15.078486210106519,22.931335202092733
77.12355252128694,15.010437590249579,19.73820264205318
78.0176899443301,4.998044782294004,19.292452899301225
35.12727791817051,9.994104944300341,13.96016444586921
